Sentence #,Word,POS,Tag
Sentence: 1,negatif,,O
Sentence: 1,berupa,,O
Sentence: 1,masalah,,O
Sentence: 1,yang,,O
Sentence: 1,timbul,,O
Sentence: 1,di,,O
Sentence: 1,wilayah,,O
Sentence: 1,atau,,O
Sentence: 1,bidang,,O
Sentence: 1,pekerjaan,,O
Sentence: 1,tokoh,,O
Sentence: 1,politik,,O
Sentence: 1,tersebut.,,O
Sentence: 1,Selain,,O
Sentence: 1,membahas,,O
Sentence: 1,bidang,,O
Sentence: 1,pekerjaan,,O
Sentence: 1,tokoh,,O
Sentence: 1,",",,O
Sentence: 1,tweet,,O
Sentence: 1,negatif,,O
Sentence: 1,tentang,,O
Sentence: 1,Prabowo,,O
Sentence: 1,Subianto,,O
Sentence: 1,dan,,O
Sentence: 1,Sandiaga,,O
Sentence: 1,Uno,,O
Sentence: 1,juga,,O
Sentence: 1,banyak,,O
Sentence: 1,berisi,,O
Sentence: 1,ungkapan,,O
Sentence: 1,kekecewaan,,O
Sentence: 1,terhadap,,O
Sentence: 1,keputusan,,O
Sentence: 1,kedua,,O
Sentence: 1,tokoh,,O
Sentence: 1,tersebut,,O
Sentence: 1,yang,,O
Sentence: 1,menjadi,,O
Sentence: 1,menteri,,O
Sentence: 1,di,,O
Sentence: 1,dalam,,O
Sentence: 1,pemerintahan,,O
Sentence: 1,saat,,O
Sentence: 1,ini.,,O
Sentence: 1,4.,,O
Sentence: 1,Secara,,O
Sentence: 1,umum,,O
Sentence: 1,",",,O
Sentence: 1,persentase,,O
Sentence: 1,pengguna,,O
Sentence: 1,Twitter,,O
Sentence: 1,yang,,O
Sentence: 1,pro,,O
Sentence: 1,tertinggi,,O
Sentence: 1,terdapat,,O
Sentence: 1,pada,,O
Sentence: 1,tweet,,O
Sentence: 1,tentang,,O
Sentence: 1,Ganjar,,O
Sentence: 1,Pranowo,,O
Sentence: 1,(,,O
Sentence: 1,45.01,,O
Sentence: 1,%,,O
Sentence: 1,),,O
Sentence: 1,",",,O
Sentence: 1,sedangkan,,O
Sentence: 1,kontra,,O
Sentence: 1,tertinggi,,O
Sentence: 1,terdapat,,O
Sentence: 1,pada,,O
Sentence: 1,tweet,,O
Sentence: 1,tentang,,O
Sentence: 1,Prabowo,,O
Sentence: 1,Subianto,,O
Sentence: 1,(,,O
Sentence: 1,56.74,,O
Sentence: 1,%,,O
Sentence: 1,),,O
Sentence: 1,.,,O
Sentence: 1,5.,,O
Sentence: 1,Sebaran,,O
Sentence: 1,lokasi,,O
Sentence: 1,pengguna,,O
Sentence: 1,Twitter,,O
Sentence: 1,yang,,O
Sentence: 1,pro,,O
Sentence: 1,maupun,,O
Sentence: 1,kontra,,O
Sentence: 1,terhadap,,O
Sentence: 1,lima,,O
Sentence: 1,tokoh,,O
Sentence: 1,politik,,O
Sentence: 1,didominasi,,O
Sentence: 1,Pulau,,O
Sentence: 1,Jawa.,,O
Sentence: 1,6.,,O
Sentence: 1,Sebaran,,O
Sentence: 1,kelompok,,O
Sentence: 1,umur,,O
Sentence: 1,pengguna,,O
Sentence: 1,Twitter,,O
Sentence: 1,yang,,O
Sentence: 1,pro,,O
Sentence: 1,maupun,,O
Sentence: 1,kontra,,O
Sentence: 1,terhadap,,O
Sentence: 1,lima,,O
Sentence: 1,tokoh,,O
Sentence: 1,politik,,O
Sentence: 1,terbanyak,,O
Sentence: 1,pada,,O
Sentence: 1,kelompok,,O
Sentence: 1,umur,,O
Sentence: 1,19,,O
Sentence: 1,–,,O
Sentence: 1,29,,O
Sentence: 1,tahun.,,O
Sentence: 1,7.,,O
Sentence: 1,Sebaran,,O
Sentence: 1,jenis,,O
Sentence: 1,kelamin,,O
Sentence: 1,pengguna,,O
Sentence: 1,Twitter,,O
Sentence: 1,yang,,O
Sentence: 1,pro,,O
Sentence: 1,maupun,,O
Sentence: 1,kontra,,O
Sentence: 1,terhadap,,O
Sentence: 1,lima,,O
Sentence: 1,tokoh,,O
Sentence: 1,politik,,O
Sentence: 1,didominasi,,O
Sentence: 1,oleh,,O
Sentence: 1,laki-,,O
Sentence: 1,laki,,O
Sentence: 1,yang,,O
Sentence: 1,menunjukkan,,O
Sentence: 1,bahwa,,O
Sentence: 1,topik,,O
Sentence: 1,terkait,,O
Sentence: 1,politik,,O
Sentence: 1,lebih,,O
Sentence: 1,diminati,,O
Sentence: 1,laki-laki,,O
Sentence: 1,dibandingkan,,O
Sentence: 1,perempuan.,,O
Sentence: 1,Makalah,,O
Sentence: 1,Sidang,,O
Sentence: 1,Skripsi,,O
Sentence: 1,–,,O
Sentence: 1,Program,,O
Sentence: 1,Studi,,O
Sentence: 1,D-IV,,O
Sentence: 1,Komputasi,,O
Sentence: 1,Statistik,,O
Sentence: 2,Mesin,,O
Sentence: 2,Pencari,,O
Sentence: 2,Data,,O
Sentence: 2,BPS,,O
Sentence: 2,Menggunakan,,O
Sentence: 2,Linked,,O
Sentence: 2,Open,,O
Sentence: 2,Data,,O
Sentence: 2,",",,O
Sentence: 2,Klasifikasi,,O
Sentence: 2,Kueri,,O
Sentence: 2,",",,O
Sentence: 2,dan,,O
Sentence: 2,Ekspansi,,O
Sentence: 2,Kueri,,O
Sentence: 2,Handy,,O
Sentence: 2,Geraldy,,O
Sentence: 2,(,,O
Sentence: 2,221709728,,O
Sentence: 2,",",,O
Sentence: 2,4SD1,,O
Sentence: 2,),,O
Sentence: 2,Dosen,,O
Sentence: 2,Pembimbing,,O
Sentence: 2,:,,O
Sentence: 2,Lutfi,,O
Sentence: 2,Rahmatuti,,O
Sentence: 2,Maghfiroh,,O
Sentence: 2,SST,,O
Sentence: 2,",",,O
Sentence: 2,MT,,O
Sentence: 2,Ringkasan—,,O
Sentence: 2,BPS,,O
Sentence: 2,membangun,,O
Sentence: 2,portal,,O
Sentence: 2,Indonesia,,O
Sentence: 2,Data,,O
Sentence: 2,Hub,,O
Sentence: 2,(,,O
Sentence: 2,INDAH,,O
Sentence: 2,),,O
Sentence: 2,untuk,,O
Sentence: 2,mendukung,,O
Sentence: 2,Satu,,O
Sentence: 2,Data,,O
Sentence: 2,Indonesia,,O
Sentence: 2,(,,O
Sentence: 2,SDI,,O
Sentence: 2,),,O
Sentence: 2,.,,O
Sentence: 2,Salah,,O
Sentence: 2,satu,,O
Sentence: 2,layanan,,O
Sentence: 2,portal,,O
Sentence: 2,INDAH,,O
Sentence: 2,adalah,,O
Sentence: 2,mesin,,O
Sentence: 2,pencari.,,O
Sentence: 2,Layanan,,O
Sentence: 2,tersebut,,O
Sentence: 2,sulit,,O
Sentence: 2,diberikan,,O
Sentence: 2,jika,,O
Sentence: 2,format,,O
Sentence: 2,data,,O
Sentence: 2,yang,,O
Sentence: 2,digunakan,,O
Sentence: 2,bervariasi.,,O
Sentence: 2,Penerapan,,B-METODE
Sentence: 2,Linked,,I-METODE
Sentence: 2,Open,,I-METODE
Sentence: 2,Data,,I-METODE
Sentence: 2,(,,I-METODE
Sentence: 2,LOD,,I-METODE
Sentence: 2,),,I-METODE
Sentence: 2,dapat,,O
Sentence: 2,mengatasi,,O
Sentence: 2,kesulitan,,O
Sentence: 2,tersebut,,O
Sentence: 2,",",,O
Sentence: 2,tetapi,,O
Sentence: 2,pembangunan,,O
Sentence: 2,LOD,,O
Sentence: 2,dengan,,O
Sentence: 2,aplikasi,,O
Sentence: 2,berbasis,,O
Sentence: 2,GUI,,O
Sentence: 2,tidak,,O
Sentence: 2,efisien.,,O
Sentence: 2,Oleh,,O
Sentence: 2,karena,,O
Sentence: 2,itu,,O
Sentence: 2,",",,O
Sentence: 2,LOD,,O
Sentence: 2,akan,,O
Sentence: 2,digunakan,,O
Sentence: 2,sebagai,,O
Sentence: 2,basis,,O
Sentence: 2,pengetahuan,,O
Sentence: 2,mesin,,O
Sentence: 2,pencari,,O
Sentence: 2,portal,,O
Sentence: 2,INDAH.,,O
Sentence: 2,Sementara,,O
Sentence: 2,itu,,O
Sentence: 2,",",,O
Sentence: 2,website,,O
Sentence: 2,BPS,,O
Sentence: 2,memiliki,,O
Sentence: 2,fitur,,O
Sentence: 2,pencarian,,O
Sentence: 2,serupa,,O
Sentence: 2,dengan,,O
Sentence: 2,mesin,,O
Sentence: 2,pencari,,O
Sentence: 2,di,,O
Sentence: 2,portal,,O
Sentence: 2,INDAH.,,O
Sentence: 2,Namun,,O
Sentence: 2,",",,O
Sentence: 2,efektivitas,,O
Sentence: 2,pencariannya,,O
Sentence: 2,masih,,O
Sentence: 2,perlu,,O
Sentence: 2,ditingkatkan.,,O
Sentence: 2,Oleh,,O
Sentence: 2,karena,,O
Sentence: 2,itu,,O
Sentence: 2,",",,O
Sentence: 2,penelitian,,O
Sentence: 2,ini,,O
Sentence: 2,dilakukan,,O
Sentence: 2,untuk,,O
Sentence: 2,mengembangkan,,B-TUJUAN
Sentence: 2,metode,,I-TUJUAN
Sentence: 2,transformasi,,I-TUJUAN
Sentence: 2,data,,I-TUJUAN
Sentence: 2,yang,,I-TUJUAN
Sentence: 2,efisien,,I-TUJUAN
Sentence: 2,dan,,I-TUJUAN
Sentence: 2,membangun,,I-TUJUAN
Sentence: 2,mesin,,I-TUJUAN
Sentence: 2,pencari,,I-TUJUAN
Sentence: 2,fungsi,,I-TUJUAN
Sentence: 2,pencarian,,I-TUJUAN
Sentence: 2,yang,,I-TUJUAN
Sentence: 2,dengan,,I-TUJUAN
Sentence: 2,menerapkan,,I-TUJUAN
Sentence: 2,LOD,,I-TUJUAN
Sentence: 2,dan,,O
Sentence: 2,meningkatkan,,O
Sentence: 2,efektivitas,,O
Sentence: 2,pencarian.,,O
Sentence: 2,Fungsi,,O
Sentence: 2,tersebut,,O
Sentence: 2,meliputi,,O
Sentence: 2,klasifikasi,,O
Sentence: 2,kueri,,O
Sentence: 2,dan,,O
Sentence: 2,ekspansi,,O
Sentence: 2,kueri.,,O
Sentence: 2,Hasilnya,,O
Sentence: 2,",",,O
Sentence: 2,metode,,O
Sentence: 2,transformasi,,O
Sentence: 2,data,,O
Sentence: 2,menjadi,,O
Sentence: 2,LOD,,B-METODE
Sentence: 2,yang,,O
Sentence: 2,dibangun,,O
Sentence: 2,dapat,,O
Sentence: 2,berjalan,,O
Sentence: 2,secara,,O
Sentence: 2,efisien,,O
Sentence: 2,(,,O
Sentence: 2,rata-rata,,O
Sentence: 2,"1,86",,O
Sentence: 2,detik,,O
Sentence: 2,/,,O
Sentence: 2,tabel,,O
Sentence: 2,),,O
Sentence: 2,dan,,O
Sentence: 2,mesin,,O
Sentence: 2,pencari,,O
Sentence: 2,yang,,O
Sentence: 2,dibangun,,O
Sentence: 2,dapat,,O
Sentence: 2,berjalan,,O
Sentence: 2,dengan,,O
Sentence: 2,baik.,,O
Sentence: 2,Dengan,,O
Sentence: 2,adanya,,O
Sentence: 2,fungsi,,O
Sentence: 2,pencarian,,O
Sentence: 2,",",,O
Sentence: 2,hasil,,O
Sentence: 2,yang,,O
Sentence: 2,diperoleh,,O
Sentence: 2,lebih,,O
Sentence: 2,baik,,O
Sentence: 2,",",,O
Sentence: 2,dilihat,,O
Sentence: 2,dari,,O
Sentence: 2,nilai,,O
Sentence: 2,precision,,O
Sentence: 2,",",,O
Sentence: 2,recall,,O
Sentence: 2,",",,O
Sentence: 2,dan,,O
Sentence: 2,relevansi,,O
Sentence: 2,infobox,,O
Sentence: 2,pada,,O
Sentence: 2,eksperimen,,O
Sentence: 2,pencarian.,,O
Sentence: 2,Kata,,O
Sentence: 2,Kunci—,,O
Sentence: 2,Search,,O
Sentence: 2,Engine,,O
Sentence: 2,",",,O
Sentence: 2,Linked,,O
Sentence: 2,Open,,O
Sentence: 2,Data,,O
Sentence: 2,",",,O
Sentence: 2,Text,,O
Sentence: 2,classification,,O
Sentence: 2,",",,O
Sentence: 2,Query,,O
Sentence: 2,Expansion,,O
Sentence: 2,[SEP],,O
Sentence: 2,Untuk,,O
Sentence: 2,mengatasi,,O
Sentence: 2,masalah,,O
Sentence: 2,transformasi,,O
Sentence: 2,data,,O
Sentence: 2,menjadi,,O
Sentence: 2,LOD,,O
Sentence: 2,yang,,O
Sentence: 2,tidak,,O
Sentence: 2,efisien,,O
Sentence: 2,dan,,O
Sentence: 2,pencarian,,O
Sentence: 2,data,,O
Sentence: 2,yang,,O
Sentence: 2,tidak,,O
Sentence: 2,efektif,,O
Sentence: 2,",",,O
Sentence: 2,peneliti,,O
Sentence: 2,telah,,O
Sentence: 2,mengembangkan,,O
Sentence: 2,mesin,,O
Sentence: 2,pencari,,O
Sentence: 2,yang,,O
Sentence: 2,menerapkan,,O
Sentence: 2,LOD,,B-METODE
Sentence: 2,sebagai,,O
Sentence: 2,basis,,O
Sentence: 2,pengetahuan,,O
Sentence: 2,dan,,O
Sentence: 2,fungsi,,O
Sentence: 2,pencarian,,O
Sentence: 2,yang,,O
Sentence: 2,meningkatkan,,O
Sentence: 2,efektivitas,,O
Sentence: 2,pencarian,,O
Sentence: 2,",",,O
Sentence: 2,yaitu,,O
Sentence: 2,klasifikasi,,O
Sentence: 2,kueri,,O
Sentence: 2,dan,,O
Sentence: 2,ekspansi,,O
Sentence: 2,kueri.,,O
Sentence: 2,Basis,,O
Sentence: 2,pengetahuan,,O
Sentence: 2,berupa,,O
Sentence: 2,LOD,,O
Sentence: 2,diperoleh,,O
Sentence: 2,dari,,O
Sentence: 2,hasil,,O
Sentence: 2,transformasi,,O
Sentence: 2,data,,O
Sentence: 2,yang,,O
Sentence: 2,efisien,,O
Sentence: 2,dari,,O
Sentence: 2,segi,,O
Sentence: 2,waktu,,O
Sentence: 2,dan,,O
Sentence: 2,interaksi,,O
Sentence: 2,dengan,,O
Sentence: 2,komputer.,,O
Sentence: 2,Fungsi,,O
Sentence: 2,pencarian,,O
Sentence: 2,telah,,O
Sentence: 2,dievaluasi,,O
Sentence: 2,dan,,O
Sentence: 2,diketahui,,O
Sentence: 2,bahwa,,O
Sentence: 2,dengan,,O
Sentence: 2,adanya,,O
Sentence: 2,fungsi,,O
Sentence: 2,pencarian,,O
Sentence: 2,",",,O
Sentence: 2,hasil,,O
Sentence: 2,pencarian,,O
Sentence: 2,yang,,O
Sentence: 2,diperoleh,,O
Sentence: 2,lebih,,O
Sentence: 2,baik,,O
Sentence: 2,",",,O
Sentence: 2,dilihat,,O
Sentence: 2,dari,,O
Sentence: 2,nilai,,O
Sentence: 2,precision,,O
Sentence: 2,",",,O
Sentence: 2,recall,,O
Sentence: 2,",",,O
Sentence: 2,dan,,O
Sentence: 2,relevansi,,O
Sentence: 2,infobox,,O
Sentence: 2,pada,,O
Sentence: 2,eksperimen,,O
Sentence: 2,pencarian,,O
Sentence: 2,untuk,,O
Sentence: 2,enam,,O
Sentence: 2,kueri,,O
Sentence: 2,yang,,O
Sentence: 2,diberikan.,,O
Sentence: 2,Secara,,B-TEMUAN
Sentence: 2,umum,,I-TEMUAN
Sentence: 2,",",,I-TEMUAN
Sentence: 2,mesin,,I-TEMUAN
Sentence: 2,pencari,,I-TEMUAN
Sentence: 2,yang,,I-TEMUAN
Sentence: 2,dibangun,,I-TEMUAN
Sentence: 2,dapat,,I-TEMUAN
Sentence: 2,berjalan,,I-TEMUAN
Sentence: 2,dengan,,I-TEMUAN
Sentence: 2,baik,,I-TEMUAN
Sentence: 2,",",,I-TEMUAN
Sentence: 2,dilihat,,I-TEMUAN
Sentence: 2,dari,,I-TEMUAN
Sentence: 2,hasil,,I-TEMUAN
Sentence: 2,black,,I-TEMUAN
Sentence: 2,box,,I-TEMUAN
Sentence: 2,testing.,,I-TEMUAN
Sentence: 2,Makalah,,O
Sentence: 2,Skripsi,,O
Sentence: 2,–,,O
Sentence: 2,Program,,O
Sentence: 2,Studi,,O
Sentence: 2,D-IV,,O
Sentence: 2,Komputasi,,O
Sentence: 2,Statistik,,O
Sentence: 3,Penerapan,,O
Sentence: 3,Metode,,O
Sentence: 3,Resampling,,O
Sentence: 3,Pada,,O
Sentence: 3,Klasifikasi,,O
Sentence: 3,Imbalanced,,O
Sentence: 3,Data,,O
Sentence: 3,Biner,,O
Sentence: 3,Status,,O
Sentence: 3,Ketertinggalan,,O
Sentence: 3,Desa,,O
Sentence: 3,Di,,O
Sentence: 3,Jawa,,O
Sentence: 3,Timur,,O
Sentence: 3,Hasran,,O
Sentence: 3,Nawira,,O
Sentence: 3,(,,O
Sentence: 3,221709732,,O
Sentence: 3,",",,O
Sentence: 3,4SD1,,O
Sentence: 3,),,O
Sentence: 3,Dosen,,O
Sentence: 3,Pembimbing,,O
Sentence: 3,:,,O
Sentence: 3,Sukim,,O
Sentence: 3,SST,,O
Sentence: 3,",",,O
Sentence: 3,M.Si,,O
Sentence: 3,Ringkasan—,,O
Sentence: 3,Kesenjangan,,O
Sentence: 3,pembangunan,,O
Sentence: 3,merupakan,,O
Sentence: 3,masalah,,O
Sentence: 3,yang,,O
Sentence: 3,masih,,O
Sentence: 3,perlu,,O
Sentence: 3,diperhatikan,,O
Sentence: 3,di,,O
Sentence: 3,Indonesia,,O
Sentence: 3,yang,,O
Sentence: 3,diperlihatkan,,O
Sentence: 3,dengan,,O
Sentence: 3,masih,,O
Sentence: 3,adanya,,O
Sentence: 3,desa,,O
Sentence: 3,tertinggal.,,O
Sentence: 3,Jawa,,O
Sentence: 3,Timur,,O
Sentence: 3,merupakan,,O
Sentence: 3,provinsi,,O
Sentence: 3,dengan,,O
Sentence: 3,jumlah,,O
Sentence: 3,desa,,O
Sentence: 3,terbanyak,,O
Sentence: 3,kedua,,O
Sentence: 3,di,,O
Sentence: 3,Indonesia,,O
Sentence: 3,dengan,,O
Sentence: 3,jumlah,,O
Sentence: 3,desa,,O
Sentence: 3,sebanyak,,O
Sentence: 3,8499,,O
Sentence: 3,desa,,O
Sentence: 3,tahun,,O
Sentence: 3,2014.,,O
Sentence: 3,Penelitian,,O
Sentence: 3,ini,,O
Sentence: 3,bertujuan,,O
